entidad_federativa,CVE_MUN,municipio,sexo,EcAc_total,EcAc_ocupada,EcAc_desocupada,No_EcAc
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,2,2,0,151
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,47744,45766,1978,43005
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,241,226,15,6414
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,2862,2610,252,8969
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,6042,5652,390,4920
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,6684,6383,301,3201
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,6186,5969,217,2898
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,6225,6066,159,2776
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,5495,5354,141,2456
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,4702,4573,129,2139
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,3635,3500,135,2016
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,2538,2433,105,1784
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,1391,1335,56,1601
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,785,747,38,1221
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,543,520,23,1126
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,274,260,14,677
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,88,85,3,430
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Total,53,53,0,377
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,32093,30477,1616,11092
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,181,167,14,3181
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,2065,1848,217,3889
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,4007,3735,272,1185
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,4347,4124,223,203
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,3976,3812,164,100
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,4016,3890,126,91
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,3532,3411,121,115
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,3167,3048,119,108
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,2530,2405,125,203
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,1849,1748,101,284
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,1048,992,56,394
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,597,559,38,367
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,433,410,23,379
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,223,209,14,267
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,78,75,3,175
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Hombres,44,44,0,151
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,15651,15289,362,31913
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,60,59,1,3233
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,797,762,35,5080
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,2035,1917,118,3735
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,2337,2259,78,2998
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,2210,2157,53,2798
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,2209,2176,33,2685
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,1963,1943,20,2341
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,1535,1525,10,2031
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,1105,1095,10,1813
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,689,685,4,1500
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,343,343,0,1207
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,188,188,0,854
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,110,110,0,747
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,51,51,0,410
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,10,10,0,255
30 Veracruz de Ignacio de la Llave,48,048 Cosoleacaque,Mujeres,9,9,0,226
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,6889,6657,232,8611
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,51,50,1,1162
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,612,575,37,1356
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,869,831,38,772
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,750,726,24,639
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,788,765,23,639
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,867,842,25,682
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,737,712,25,600
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,625,609,16,503
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,507,493,14,426
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,374,362,12,366
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,249,242,7,361
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,190,186,4,304
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,125,121,4,309
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,92,91,1,214
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,31,30,1,124
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Total,22,22,0,154
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,5923,5704,219,1675
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,50,49,1,577
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,519,486,33,461
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,704,668,36,99
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,621,601,20,25
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,659,639,20,32
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,708,683,25,28
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,648,623,25,22
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,536,520,16,33
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,452,438,14,28
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,346,334,12,31
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,238,231,7,54
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,183,179,4,61
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,116,112,4,82
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,90,89,1,48
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,31,30,1,40
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Hombres,22,22,0,54
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,966,953,13,6936
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,1,1,0,585
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,93,89,4,895
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,165,163,2,673
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,129,125,4,614
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,129,126,3,607
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,159,159,0,654
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,89,89,0,578
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,89,89,0,470
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,55,55,0,398
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,28,28,0,335
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,11,11,0,307
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,7,7,0,243
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,9,9,0,227
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,2,2,0,166
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,0,0,0,84
30 Veracruz de Ignacio de la Llave,49,049 Cotaxtla,Mujeres,0,0,0,100
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,4834,4765,69,6505
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,71,69,2,1038
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,417,404,13,1320
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,557,547,10,506
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,476,472,4,425
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,519,510,9,415
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,484,478,6,419
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,430,427,3,409
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,412,405,7,342
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,361,358,3,373
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,345,344,1,339
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,282,278,4,257
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,206,203,3,216
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,150,147,3,183
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,65,65,0,113
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,42,41,1,68
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Total,17,17,0,82
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,4117,4054,63,1341
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,62,60,2,507
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,358,346,12,522
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,425,416,9,56
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,377,375,2,18
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,429,420,9,5
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,425,419,6,12
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,353,351,2,11
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,344,338,6,7
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,318,315,3,22
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,315,314,1,22
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,259,255,4,21
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,194,191,3,28
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,142,139,3,33
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,63,63,0,24
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,38,37,1,23
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Hombres,15,15,0,30
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,717,711,6,5164
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,9,9,0,531
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,59,58,1,798
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,132,131,1,450
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,99,97,2,407
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,90,90,0,410
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,59,59,0,407
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,77,76,1,398
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,68,67,1,335
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,43,43,0,351
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,30,30,0,317
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,23,23,0,236
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,12,12,0,188
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,8,8,0,150
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,2,2,0,89
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,4,4,0,45
30 Veracruz de Ignacio de la Llave,50,050 Coxquihui,Mujeres,2,2,0,52
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,6932,6782,150,9450
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,66,63,3,1500
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,639,623,16,1865
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,828,799,29,760
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,752,739,13,643
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,706,694,12,646
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,713,701,12,681
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,673,659,14,561
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,665,652,13,531
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,529,517,12,470
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,499,495,4,449
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,343,334,9,349
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,210,205,5,278
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,158,154,4,268
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,83,81,2,181
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,46,45,1,127
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Total,22,21,1,141
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,5677,5543,134,2053
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,50,47,3,755
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,508,499,9,716
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,636,611,25,91
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,575,565,10,32
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,562,550,12,31
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,569,557,12,39
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,559,545,14,29
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,549,536,13,27
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,454,442,12,20
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,435,431,4,34
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,304,296,8,41
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,189,185,4,39
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,148,144,4,54
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,76,74,2,45
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,42,41,1,41
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Hombres,21,20,1,59
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,1255,1239,16,7397
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,16,16,0,745
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,131,124,7,1149
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,192,188,4,669
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,177,174,3,611
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,144,144,0,615
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,144,144,0,642
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,114,114,0,532
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,116,116,0,504
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,75,75,0,450
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,64,64,0,415
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,39,38,1,308
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,21,20,1,239
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,10,10,0,214
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,7,7,0,136
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,4,4,0,86
30 Veracruz de Ignacio de la Llave,51,051 Coyutla,Mujeres,1,1,0,82
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,3904,3546,358,5047
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,40,28,12,666
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,357,308,49,950
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,557,491,66,450
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,471,411,60,353
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,409,370,39,334
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,469,423,46,328
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,432,410,22,295
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,364,345,19,273
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,274,249,25,268
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,242,235,7,220
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,118,113,5,218
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,81,76,5,216
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,43,41,2,165
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,22,22,0,137
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,16,15,1,86
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Total,9,9,0,88
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,2977,2675,302,1210
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,32,21,11,321
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,285,240,45,382
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,403,348,55,82
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,336,293,43,20
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,289,257,32,8
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,354,316,38,19
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,331,314,17,23
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,284,266,18,16
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,214,191,23,24
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,198,191,7,24
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,101,96,5,60
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,70,65,5,62
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,35,33,2,53
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,22,22,0,51
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,16,15,1,35
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Hombres,7,7,0,30
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,927,871,56,3837
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,8,7,1,345
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,72,68,4,568
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,154,143,11,368
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,135,118,17,333
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,120,113,7,326
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,115,107,8,309
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,101,96,5,272
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,80,79,1,257
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,60,58,2,244
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,44,44,0,196
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,17,17,0,158
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,11,11,0,154
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,8,8,0,112
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,0,0,0,86
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,0,0,0,51
30 Veracruz de Ignacio de la Llave,52,052 Cuichapa,Mujeres,2,2,0,58
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,10190,9673,517,9967
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,107,95,12,1341
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,1056,958,98,1736
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,1421,1339,82,1000
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,1205,1142,63,680
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,1125,1083,42,621
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,1188,1139,49,650
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,1031,1006,25,611
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,910,867,43,567
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,770,734,36,495
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,545,525,20,446
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,345,326,19,434
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,216,206,10,361
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,140,131,9,365
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,87,80,7,278
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,31,30,1,198
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Total,13,12,1,184
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Hombres,7136,6702,434,2181
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Hombres,86,75,11,630
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Hombres,767,683,84,619
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Hombres,944,883,61,169
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Hombres,781,738,43,46
30 Veracruz de Ignacio de la Llave,53,053 Cuitláhuac,Hombres,743,715,28,27
